state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.413512,0.547641,0.818859
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.611039,0.804847,0.923409
Missouri,Midwest,West North Central,Single,Live in parents’ home,Single,Female 35–44,0.381991,1.50941,0.874339
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Female 25–34,0.379983,1.69989,0.898843
Washington,West,Pacific,Single,Only adult in household,Single,Female 45–54,1.375201,0.856074,1.046294
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,2.911016,1.113302
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.789787,0.953596,1.028592
Tennessee,South,East South Central,Single,Live in parents’ home,Single,Female 25–34,0.726766,1.406011,1.00081
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 25–34,0.723923,0.910005,1.074583
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.095263,0.143641,1.066582
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.349111,0.839385,0.859975
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,0.615193,0.767257
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493735,0.909025,0.876808
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.153369,0.608888,0.826792
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.375201,0.856074,1.046294
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.790894,0.887393,0.969245
Idaho,West,Mountain,Single,Live with family/friends/roommates,Single,Female 35–44,0.428704,0.595938,1.063769
Wisconsin,Midwest,East North Central,Divorced,Live with spouse/partner,Living with partner,Female 55–64,1.490998,0.685363,1.011725
Delaware,South,South Atlantic,Widowed/widower,Only adult in household,Single,Female 65+,1.187303,0.146285,1.066306
South Carolina,South,South Atlantic,Single,Live in parents’ home,Single,Female 35–44,0.919874,0.591194,0.911238
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.621475,0.756618,0.893074
South Carolina,South,South Atlantic,Widowed/widower,Live with family/friends/roommates,Single,Male 55–64,1.113969,0.710725,0.782285
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.381456,0.897099,0.888168
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 25–34,0.723923,0.910005,1.074583
Missouri,Midwest,West North Central,Widowed/widower,Only adult in household,Single,Male 65+,0.462591,1.902592,0.89917
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 55–64,0.418193,0.602987,1.047031
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.329072,2.319781,0.847721
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.741006,0.867005,0.945554
Illinois,Midwest,East North Central,Single,Live in parents’ home,Single,Male 18–24,1.368571,1.168036,0.612449
Wisconsin,Midwest,East North Central,Divorced,Only adult in household,Single,Female 55–64,1.250487,0.560679,0.984396
New Hampshire,Northeast,New England,Single,Only adult in household,Single,Female 45–54,0.386315,0.461481,1.923388
Georgia,South,South Atlantic,Divorced,Live with spouse/partner,Living with partner,Male 35–44,1.074483,1.445301,0.983937
Georgia,South,South Atlantic,Single,Only adult in household,Single,Female 18–24,1.091033,1.40485,1.036171
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,2.911016,1.113302
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.621475,0.756618,0.893074
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 35–44,0.385775,2.671289,1.019753
Kentucky,South,East South Central,Single,Live in parents’ home,Single,Male 25–34,0.723923,0.910005,1.074583
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.464731,2.357291,1.08304
South Carolina,South,South Atlantic,Separated,Only adult in household,Single,Female 45–54,1.095263,0.737357,0.970586
Idaho,West,Mountain,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.750409,0.719006,1.151796
Massachusetts,Northeast,New England,Single,Live with spouse/partner,Living with partner,Female 18–24,0.322296,2.285754,0.786062
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 55–64,1.250487,0.560679,0.984396
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.611039,1.296019,0.83029
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Female 45–54,0.385775,0.550816,1.021152
Kentucky,South,East South Central,Widowed/widower,Only adult in household,Single,Female 65+,0.789787,0.953596,1.028592
Kentucky,South,East South Central,Single,Live in parents’ home,Single,Male 25–34,0.863157,1.042772,1.137729
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 25–34,0.608679,0.818831,0.918643
Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,1.205284,1.116291
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.322296,2.285754,0.786062
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.375201,0.856074,1.046294
North Carolina,South,South Atlantic,Divorced,Only adult in household,Single,Female 55–64,1.187303,1.499772,0.914763
Connecticut,Northeast,New England,Married,Live with spouse/partner,Married,Male 25–34,0.457683,1.410132,1.064843
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 35–44,0.679104,0.38989,1.0498
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.610757,0.665712
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.621475,1.218356,0.785585
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493044,1.065734,1.045971
Kentucky,South,East South Central,Divorced,Live with spouse/partner,Living with partner,Female 65+,0.789787,0.953596,1.028592
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.379983,1.69989,0.898843
Tennessee,South,East South Central,Single,Live with spouse/partner,Living with partner,Female 35–44,0.728562,1.485103,0.961633
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.374219,1.659924,0.872362
Georgia,South,South Atlantic,Single,Live in parents’ home,Single,Female 25–34,1.092562,1.310734,0.933677
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.246501,1.07605
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.153369,0.608888,0.826792
Georgia,South,South Atlantic,Single,Live in parents’ home,Single,Female 35–44,0.93812,1.592486,0.803951
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.381456,0.897099,0.888168
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 35–44,0.323546,2.211708,0.868476
South Carolina,South,South Atlantic,Widowed/widower,Only adult in household,Single,Female 55–64,1.187303,0.750931,1.057375
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,0.90116,1.242011,0.83139
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.454823,1.050682,1.122607
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.246501,1.07605
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.621475,0.756618,0.893074
Tennessee,South,East South Central,Divorced,Only adult in household,Single,Male 55–64,0.621475,1.218356,0.785585
Idaho,West,Mountain,Single,Only adult in household,Single,Female 25–34,0.427049,0.592477,1.078747
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Male 35–44,1.351211,0.560002,0.817454
Tennessee,South,East South Central,Divorced,Only adult in household,Single,Male 55–64,0.741006,1.396109,0.909856
Maryland,South,South Atlantic,Widowed/widower,Only adult in household,Single,Female 65+,0.995781,0.723632,1.015905
South Carolina,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Female 35–44,1.095263,0.737357,0.970586
Massachusetts,Northeast,New England,Single,Only adult in household,Single,Male 55–64,0.329072,2.319781,0.847721
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.728562,1.485103,0.961633
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.375414,0.690359,0.948106
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,0.91504,0.60721,0.91947
Washington,West,Pacific,Divorced,Live with family/friends/roommates,Single,Male 55–64,1.398688,0.86344,0.975078
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,0.507097,0.768648
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 25–34,0.608679,0.818831,0.918643
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.789787,0.953596,1.028592
Tennessee,South,East South Central,Single,Live with family/friends/roommates,Single,Male 35–44,0.71474,1.373633,0.882624
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 55–64,1.250487,0.560679,0.984396
New Hampshire,Northeast,New England,Divorced,Only adult in household,Single,Female 45–54,0.323546,0.458133,0.747351
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 55–64,1.490998,0.685363,1.011725
Massachusetts,Northeast,New England,Divorced,Only adult in household,Single,Male 55–64,0.329072,2.319781,0.847721
Iowa,Midwest,West North Central,Married,Live with family/friends/roommates,Married,Female 65+,0.493044,1.065734,1.045971
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.375201,0.856074,1.046294
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 35–44,1.375414,0.690359,0.948106
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Female 55–64,0.493735,1.793146,0.954905
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Male 25–34,1.366656,0.64099,1.675404
New Hampshire,Northeast,New England,Single,Only adult in household,Single,Female 35–44,0.385775,0.55333,0.996158
Kentucky,South,East South Central,Single,Live in parents’ home,Single,Female 45–54,0.611039,0.804847,0.923409
South Carolina,South,South Atlantic,Divorced,Only adult in household,Single,Female 55–64,0.995781,0.645308,0.89981
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.200488,0.785925
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Female 65+,1.488421,0.400879,1.074099
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Female 55–64,0.350735,0.376149,0.804689
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 25–34,1.149094,0.517725,1.000142
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,0.737357,0.970586
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 55–64,1.11553,1.318392,0.900973
Idaho,West,Mountain,Divorced,Only adult in household,Single,Male 35–44,0.420571,0.586616,1.009948
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Male 25–34,0.538847,2.809473,1.319002
Maine,Northeast,New England,Divorced,Only adult in household,Single,Male 45–54,0.317408,0.457303,0.833793
Maryland,South,South Atlantic,Single,Only adult in household,Single,Female 65+,1.187303,0.842074,1.124177
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.34932,0.685529,0.830829
Missouri,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 25–34,0.539602,2.396358,1.214091
South Carolina,South,South Atlantic,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.995781,0.645308,0.89981
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.153369,0.608888,0.826792
Tennessee,South,East South Central,Married,Only adult in household,Married,Male 45–54,0.600286,1.115518,0.676462
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.779577,0.713945,1.394975
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.17325,0.556586,0.925541
South Carolina,South,South Atlantic,Single,Only adult in household,Single,Female 35–44,1.096797,0.687959,1.070804
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.131664,0.560814,0.785705
California,West,Pacific,Single,Live in parents’ home,Single,Female 18–24,2.637428,3.824389,0.973089
Kentucky,South,East South Central,Single,Live in parents’ home,Single,Male 18–24,0.863157,1.042772,1.137729
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.662388,0.832184,0.971503
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,1.902592,0.89917
Kentucky,South,East South Central,Widowed/widower,Live with family/friends/roommates,Single,Female 55–64,0.662388,0.832184,0.971503
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.131664,0.560814,0.785705
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.789787,0.953596,1.028592
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.113969,1.413058,0.999877
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.454823,2.07258,1.013502
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,0.964508,0.980055
Kentucky,South,East South Central,Widowed/widower,Live with family/friends/roommates,Single,Female 55–64,0.789787,0.953596,1.028592
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.131664,0.507097,0.768648
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.146285,1.066306
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Male 25–34,0.383318,0.57671,1.048137
Washington,West,Pacific,Single,Live with spouse/partner,Living with partner,Male 25–34,1.629256,0.868092,1.051585
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.662388,0.832184,0.971503
Iowa,Midwest,West North Central,Divorced,Live with family/friends/roommates,Single,Female 65+,0.493044,1.065734,1.045971
Missouri,Midwest,West North Central,Divorced,Only adult in household,Single,Female 55–64,0.493044,2.102272,1.037419
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.146285,1.066306
Delaware,South,South Atlantic,Married,Only adult in household,Married,Female 65+,0.995781,0.125709,0.692322
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,0.615193,0.767257
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,0.507097,0.768648
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.118978,0.68349
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.493044,2.102272,1.037419
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.742044,0.806813,0.890999
Kentucky,South,East South Central,Single,Only adult in household,Single,Male 45–54,0.71474,0.853047,0.914038
Kentucky,South,East South Central,Single,Only adult in household,Single,Male 35–44,0.599447,0.744437,0.863306
Tennessee,South,East South Central,Single,Live in parents’ home,Single,Female 35–44,0.728562,1.485103,0.961633
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.246501,1.07605
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.454823,2.07258,1.013502
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,0.246501,1.07605
Connecticut,Northeast,New England,Single,Live in parents’ home,Single,Male 35–44,0.48974,1.408618,1.314305
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 45–54,1.153548,0.564765,0.922495
Missouri,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Female 25–34,0.453067,1.990911,0.959036
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,0.507097,0.768648
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 35–44,1.074483,0.238627,1.011929
Wisconsin,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 25–34,1.629509,0.783535,1.721917
Wisconsin,Midwest,East North Central,Divorced,Only adult in household,Single,Female 55–64,1.250487,0.560679,0.984396
Kentucky,South,East South Central,Divorced,Only adult in household,Single,Female 55–64,0.789787,0.953596,1.028592
Missouri,Midwest,West North Central,Single,Live in parents’ home,Single,Female 18–24,0.453067,1.990911,0.959036
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 25–34,0.91504,0.60721,0.91947
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 35–44,1.745815,0.700027,1.146564
Tennessee,South,East South Central,Single,Live with family/friends/roommates,Single,Female 45–54,0.728562,1.485103,0.961633
South Carolina,South,South Atlantic,Single,Live in parents’ home,Single,Male 25–34,1.089813,0.701643,1.248396
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.188967,0.700624,1.166554
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.462591,0.964508,0.980055
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.454823,1.050682,1.122607
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.741006,1.396109,0.909856
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.317408,2.217783,0.759457
Missouri,Midwest,West North Central,Single,Live with spouse/partner,Living with partner,Male 45–54,0.446194,1.944103,0.930781
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 55–64,1.490998,0.685363,1.011725
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.375414,0.690359,0.948106
Kentucky,South,East South Central,Separated,Live with spouse/partner,Living with partner,Male 45–54,0.71474,0.853047,0.914038
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.146285,1.066306
South Carolina,South,South Atlantic,Divorced,Only adult in household,Single,Female 45–54,1.095263,0.737357,0.970586
Tennessee,South,East South Central,Single,Live in parents’ home,Single,Male 55–64,0.621475,1.218356,0.785585
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 55–64,0.662388,0.832184,0.971503
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.436026,0.36327,0.864418
Idaho,West,Mountain,Single,Only adult in household,Single,Female 45–54,0.359551,0.510711,0.646182
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 25–34,0.608679,1.318536,0.973476
Hawaii,West,Pacific,Divorced,Only adult in household,Single,Female 65+,1.490766,0.150562,0.990338
Washington,West,Pacific,Single,Only adult in household,Single,Female 35–44,1.177894,0.51902,0.764105
Tennessee,South,East South Central,Single,Only adult in household,Single,Female 35–44,0.611039,1.296019,0.83029
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.728562,0.922272,0.977671
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Female 25–34,0.453067,1.009281,0.944685
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.322296,0.473471,0.908811
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 45–54,0.374219,1.659924,0.872362
South Carolina,South,South Atlantic,Divorced,Live in parents’ home,Single,Female 35–44,0.918587,0.633644,0.825954
Wisconsin,Midwest,East North Central,Widowed/widower,Only adult in household,Single,Female 55–64,1.490998,0.685363,1.011725
Kentucky,South,East South Central,Single,Live with spouse/partner,Living with partner,Male 18–24,0.864367,0.970377,1.072085
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.413512,1.794972,0.972307
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,0.615193,0.767257
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.621475,0.756618,0.893074
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.536428,0.851338,1.287115
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 35–44,0.323546,0.458133,0.747351
North Dakota,Midwest,West North Central,Single,Only adult in household,Single,Female 45–54,0.381991,0.188429,0.481762
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 65+,0.662388,0.832184,0.971503
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 35–44,1.349111,0.146361,1.162114
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.095263,0.242046,1.058082
Delaware,South,South Atlantic,Single,Only adult in household,Single,Female 55–64,0.995781,0.125709,0.692322
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,0.242046,1.058082
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.768542,0.686448,1.382174
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.621475,1.218356,0.785585
North Carolina,South,South Atlantic,Divorced,Live with family/friends/roommates,Single,Female 25–34,1.091033,1.411227,0.874005
Iowa,Midwest,West North Central,Single,Live in parents’ home,Single,Female 18–24,0.379983,0.861749,0.747402
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.595938,1.063769
Idaho,West,Mountain,Single,Only adult in household,Single,Female 45–54,0.428704,0.595938,1.063769
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,0.964508,0.980055
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 55–64,0.789787,0.953596,1.028592
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 45–54,0.611039,0.804847,0.923409
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Female 55–64,0.493735,1.793146,0.954905
Missouri,Midwest,West North Central,Widowed/widower,Live with family/friends/roommates,Single,Female 45–54,0.454823,2.07258,1.013502
Massachusetts,Northeast,New England,Single,Only adult in household,Single,Female 25–34,0.497283,2.900536,0.946396
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 25–34,2.630792,0.538642,1.122993
Nebraska,Midwest,West North Central,Single,Only adult in household,Single,Male 25–34,0.461536,0.858274,1.234029
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,0.737357,0.970586
Missouri,Midwest,West North Central,Divorced,Only adult in household,Single,Female 35–44,0.381456,1.769621,0.949891
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Male 45–54,0.317408,2.217783,0.759457
Massachusetts,Northeast,New England,Single,Live in parents’ home,Single,Female 18–24,0.384285,2.760722,0.922984
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 45–54,0.71474,0.853047,0.914038
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,0.995781,1.28882,0.946687
Kentucky,South,East South Central,Divorced,Only adult in household,Single,Male 65+,0.741006,0.867005,0.945554
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.34932,0.619866,0.789988
Texas,South,West South Central,Married,Live with spouse/partner,Married,Male 35–44,2.593336,2.984199,1.009653
West Virginia,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Female 18–24,1.091033,0.231948,1.021527
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,0.995781,0.21183,0.80152
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.493044,1.065734,1.045971
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.113969,0.233303,1.055113
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 45–54,0.622918,3.543765,1.749834
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.387971,1.624481,0.842735
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,0.737357,0.970586
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.918587,0.208,0.788136
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 25–34,0.451927,2.398799,1.236217
Idaho,West,Mountain,Widowed/widower,Only adult in household,Single,Female 65+,0.389766,0.557121,0.689238
Wisconsin,Midwest,East North Central,Single,Live in parents’ home,Single,Male 25–34,1.629509,0.783535,1.721917
Tennessee,South,East South Central,Single,Only adult in household,Single,Female 45–54,0.728562,1.485103,0.961633
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,0.995781,0.645308,0.89981
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.377798,0.124759,1.703478
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.118552,0.932073,1.317596
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.413512,0.909951,0.827536
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.621475,0.756618,0.893074
Wisconsin,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Male 55–64,1.398905,0.615193,0.767257
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,1.402689,1.546973,1.536504
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 55–64,0.464731,0.650092,1.134651
Idaho,West,Mountain,Widowed/widower,Only adult in household,Single,Female 65+,0.389766,0.557121,0.689238
West Virginia,South,South Atlantic,Single,Only adult in household,Single,Male 65+,0.935585,0.187056,0.682646
Kentucky,South,East South Central,Divorced,Live with spouse/partner,Living with partner,Male 65+,0.621475,0.756618,0.893074
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 35–44,0.71474,0.853047,0.914038
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 25–34,1.088288,0.752023,1.131557
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 35–44,1.131488,0.597019,0.679561
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 45–54,0.323546,2.211708,0.868476
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.425974,0.354634,1.756763
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 45–54,1.074483,0.726942,0.945937
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.375414,0.690359,0.948106
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.454823,2.07258,1.013502
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.436026,0.36327,0.864418
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,1.809971,0.720088,1.300025
Connecticut,Northeast,New England,Single,Only adult in household,Single,Male 35–44,0.378986,1.118167,0.894271
Wisconsin,Midwest,East North Central,Single,Live with spouse/partner,Living with partner,Female 18–24,1.370103,0.632858,1.027908
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 25–34,0.725749,1.510906,1.127469
Maine,Northeast,New England,Single,Live with spouse/partner,Living with partner,Female 25–34,0.322296,0.471319,0.876818
Tennessee,South,East South Central,Separated,Live in parents’ home,Single,Male 55–64,0.741006,1.396109,0.909856
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 45–54,0.729583,0.858243,0.921263
Rhode Island,Northeast,New England,Single,Live in parents’ home,Single,Female 35–44,0.385775,0.416898,0.770595
New Hampshire,Northeast,New England,Single,Live in parents’ home,Single,Female 18–24,0.739858,0.916269,1.564328
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.404443,0.729722,0.966965
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.464731,0.650092,1.134651
Kentucky,South,East South Central,Single,Only adult in household,Single,Male 45–54,0.715742,0.793824,0.8613
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 45–54,0.90116,0.205063,0.753758
Washington,West,Pacific,Single,Live with family/friends/roommates,Single,Female 25–34,1.150525,0.553359,1.027272
Massachusetts,Northeast,New England,Single,Live with family/friends/roommates,Single,Male 55–64,0.392363,2.80182,0.995383
